ID,Road,Latitude,Longitude,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
I240,A7,36.6103048,-4.5349929,1,1,3,0,2,2,0,2,0,3,2,3,1,1,2,0,2,3,1,0,3,3,1,3,0,1,2,1,3,2,2,3,0,0,2,2,2,0,0,0,1,2,2,0,3,1,1,2,1,2,1,2,3,2,3,3,2,1,1,1,1,0,2,2,2,0,2,1,2,2,3,1,2,2,3,3,3,0,1,2,0,2,1,2,3,0,0,2,1,0,2,2,3,2,2,1,1,3,3,1
I241,A7,36.6172115,-4.5189855,3,3,1,2,3,1,3,0,3,1,0,0,1,3,3,0,0,1,1,1,3,3,1,2,3,1,0,0,2,3,0,1,2,2,2,2,0,1,1,0,0,1,3,1,2,3,1,3,0,1,0,3,3,0,3,3,0,2,3,0,1,1,2,1,2,0,3,2,0,0,3,1,3,3,0,1,0,3,0,1,0,2,2,3,1,1,1,3,0,2,2,1,3,3,3,3,0,3,1,0
I242,A7,36.6274393,-4.5147492,2,2,0,3,0,3,3,3,0,3,3,1,3,3,3,3,0,3,1,1,2,0,3,3,1,0,1,0,2,1,0,0,0,1,3,2,1,3,0,0,3,3,1,0,0,2,0,1,0,3,0,3,3,1,1,1,2,0,0,2,0,3,3,2,2,1,1,1,2,3,3,3,2,1,1,1,2,0,0,0,1,1,0,2,2,2,3,3,3,1,2,2,2,2,2,3,1,1,2,0
I243,A7,36.6906493,-4.5261218,0,0,3,1,3,3,1,1,0,2,2,0,2,0,3,3,0,1,1,2,3,2,1,2,2,2,3,1,2,0,1,1,3,3,3,0,0,3,0,3,0,0,3,2,1,3,0,2,1,3,1,1,3,1,0,3,2,1,1,1,0,3,0,0,2,0,3,1,3,0,1,0,1,0,3,2,2,3,3,2,0,2,3,2,0,2,0,0,2,0,2,1,3,0,2,3,3,0,1,2
I244,A7,36.7500226,-4.4960381,0,0,2,2,1,3,3,1,0,2,0,1,2,0,1,1,1,1,0,0,0,1,0,1,2,3,3,3,0,3,2,3,2,1,3,3,1,3,2,1,0,3,3,0,2,0,0,3,2,1,2,1,3,0,0,1,3,3,1,2,0,3,3,3,1,3,2,1,2,1,1,0,0,1,0,2,3,1,3,1,0,2,0,0,0,1,1,1,3,1,0,2,1,2,0,3,2,2,2,3
I245,A7,36.7451396,-4.4609334,1,3,1,1,2,2,1,3,2,0,0,0,0,2,3,1,2,0,3,0,3,3,1,0,2,0,3,2,0,2,3,0,3,0,1,1,0,1,1,0,1,2,1,0,2,1,3,3,0,0,1,1,1,2,1,0,1,2,1,1,1,2,1,1,3,1,2,3,3,3,3,0,1,2,1,1,1,2,1,0,0,1,3,1,3,1,3,3,1,1,3,0,2,0,2,0,2,1,1,0
I246,A7,36.7384419,-4.3911857,2,0,2,2,2,0,3,0,1,0,3,3,0,2,0,2,3,3,3,3,2,0,0,3,3,0,0,2,2,3,3,0,3,0,1,1,3,2,1,3,0,2,2,3,1,0,3,3,0,0,2,3,3,3,0,2,0,1,0,2,2,2,2,3,2,2,3,0,0,1,0,0,3,2,0,2,2,2,2,3,3,3,0,3,2,3,0,0,1,1,0,0,2,2,2,1,1,3,3,3
I247,A7,36.7244089,-4.2821377,1,1,3,0,2,2,2,0,3,2,3,1,1,1,1,2,1,1,1,3,1,2,2,1,3,2,0,1,3,0,2,1,2,1,0,2,3,2,3,0,1,1,1,2,1,1,2,2,0,2,0,2,2,1,0,0,2,3,1,2,3,0,3,3,1,3,0,1,3,1,1,1,1,1,1,1,3,3,1,2,0,3,3,3,1,1,2,3,2,3,0,2,3,3,2,2,2,3,1,0
I248,A7,36.7261976,-4.2137458,1,2,0,3,3,2,0,2,0,2,1,0,1,2,3,3,0,0,0,1,1,1,1,1,1,3,1,2,0,1,1,0,0,1,3,0,0,3,0,0,2,3,3,1,3,2,2,1,0,2,0,2,0,1,3,1,3,3,3,3,0,0,1,3,2,1,3,0,2,2,0,0,3,2,0,2,0,0,0,2,0,0,0,1,1,0,3,1,3,1,1,2,1,2,2,3,1,3,1,3
I249,A7,36.748982,-4.1592433,0,2,2,2,1,1,0,2,0,0,1,3,0,2,3,2,0,1,2,2,3,0,0,3,0,2,1,2,0,0,1,3,0,1,0,0,1,2,3,0,2,3,2,0,0,0,3,2,0,0,2,2,0,0,1,1,2,3,0,0,3,3,2,1,0,0,2,2,0,2,3,0,2,3,2,1,1,3,0,1,2,0,3,3,3,1,1,2,3,1,3,3,1,2,2,0,1,3,2,0
I250,A7,36.7564608,-4.1014793,1,0,2,3,0,2,0,3,3,0,1,0,1,1,2,2,1,3,0,1,2,2,2,3,3,1,0,0,1,3,1,1,3,2,0,0,1,1,3,1,0,2,2,2,1,1,2,2,3,3,0,0,0,2,3,0,3,3,2,3,2,2,2,0,0,2,1,1,2,2,2,2,3,3,1,3,2,2,3,2,1,2,2,2,2,1,0,2,2,1,0,1,3,3,3,0,1,0,3,0
I251,A7,36.7576126,-4.047127,2,1,2,1,3,2,2,2,3,2,1,0,2,1,3,0,3,0,2,3,3,0,0,2,3,1,3,2,2,0,0,0,3,0,0,0,0,1,3,1,2,0,1,3,0,3,3,3,2,0,1,0,2,1,0,0,2,3,3,1,1,2,3,0,3,0,2,0,1,3,2,3,3,2,3,2,0,3,3,2,0,0,0,0,1,1,2,3,2,1,1,1,0,1,2,0,1,3,3,0
I252,A7,36.7471767,-3.9722183,0,0,0,1,2,2,3,0,3,3,3,0,2,2,3,2,2,0,2,3,2,3,2,0,2,3,3,1,0,2,1,2,3,3,0,0,2,1,3,0,3,3,2,0,0,3,2,2,3,1,1,2,2,1,0,3,2,3,1,1,3,0,1,3,1,3,1,0,1,1,0,1,1,0,2,3,1,2,2,2,0,2,1,0,2,1,3,2,2,1,2,1,0,2,0,2,0,1,0,1
I253,A7,36.7569766,-3.91233,0,0,2,2,3,1,0,1,1,1,1,1,3,0,1,0,2,2,3,0,2,3,3,0,3,3,3,0,0,3,0,0,0,0,3,2,0,0,2,0,3,2,0,0,0,2,3,2,3,0,3,3,3,3,3,0,3,1,2,1,3,0,3,2,0,2,2,1,2,2,2,1,2,1,1,2,3,2,1,2,0,3,1,3,1,3,0,2,3,2,1,3,2,0,3,0,1,0,3,3
I254,A7,36.7575954,-3.6653967,3,1,1,2,3,1,2,0,1,3,2,1,2,2,2,2,0,1,3,0,2,0,3,0,2,1,3,0,0,3,2,1,3,0,0,2,2,2,3,2,0,2,2,1,0,3,3,2,0,3,0,1,0,2,1,2,1,1,2,2,3,0,0,2,2,2,3,0,2,1,2,2,1,1,0,3,2,1,0,0,0,2,2,1,1,1,3,3,2,0,1,0,3,0,0,3,0,3,0,2
I255,A7,36.7293619,-3.4732862,0,0,3,3,0,3,1,1,3,1,1,2,2,3,0,2,3,2,0,1,3,1,1,0,2,3,0,2,3,1,3,1,2,1,0,0,2,0,0,0,1,2,2,1,3,0,1,2,0,2,1,0,2,0,0,1,1,3,0,2,3,2,0,0,2,0,3,0,0,2,3,1,2,2,3,0,2,2,0,0,0,3,2,0,2,1,2,3,2,2,3,0,1,1,3,3,2,1,2,0
I256,A7,36.7502544,-3.2124038,3,3,3,3,0,2,2,2,2,3,3,2,2,3,2,1,2,1,1,3,0,3,3,0,2,1,3,0,1,3,3,0,1,0,2,0,0,1,3,1,1,2,0,2,2,0,0,0,1,3,1,3,3,2,2,1,0,0,1,1,0,0,0,0,3,3,0,2,2,3,2,1,1,2,3,2,1,3,1,0,0,2,1,3,0,3,2,3,1,3,2,0,1,0,1,2,0,1,0,2
I257,A7,36.7530396,-3.1053514,1,0,3,1,3,2,0,1,2,2,3,0,0,3,0,1,1,3,1,3,1,1,2,3,3,3,0,0,3,0,0,3,3,3,2,3,3,2,3,2,2,0,2,0,2,3,3,3,0,3,2,1,0,1,1,3,0,1,2,0,1,3,1,3,1,0,1,2,1,2,1,2,3,0,0,0,3,1,0,1,2,0,3,1,0,1,3,2,3,2,2,1,3,0,1,3,2,2,1,3
I258,A7,36.7482771,-3.064496,2,0,0,2,3,0,0,2,1,1,1,3,3,0,1,3,0,2,1,0,0,3,2,3,2,1,0,2,0,3,0,0,1,0,1,0,1,1,3,1,3,0,0,3,3,2,2,0,3,3,0,2,2,1,0,2,1,3,1,3,1,2,0,2,0,3,2,1,3,1,1,3,2,0,1,1,1,3,1,1,3,2,2,0,3,0,2,2,1,3,0,3,2,0,2,1,0,3,3,3
I259,A7,36.7564092,-2.9131337,2,2,0,3,0,1,1,2,1,0,3,0,2,0,3,1,3,2,1,0,2,3,3,2,2,2,1,0,0,0,3,3,1,1,1,0,1,0,0,3,1,2,2,2,2,1,3,0,3,2,0,3,0,3,1,2,0,0,3,0,1,1,0,0,0,2,3,3,3,3,2,2,3,2,0,2,3,1,1,1,3,0,3,0,0,1,2,1,2,1,2,1,3,1,1,3,1,3,2,2
I260,A7,36.7628902,-2.8599401,3,3,3,1,2,3,0,3,1,2,1,0,0,2,0,2,3,2,3,0,2,1,0,3,2,3,0,3,3,3,0,0,3,0,0,0,3,2,0,2,0,3,0,2,2,2,0,1,2,0,0,3,2,1,1,1,3,1,3,1,3,0,2,2,3,3,1,1,1,1,2,3,2,1,0,3,1,3,0,2,3,1,2,0,1,0,1,2,1,1,0,2,2,1,3,0,1,3,1,1
I261,A7,36.7661734,-2.8274746,3,0,2,2,2,1,2,3,1,0,0,1,2,2,3,0,3,1,0,3,0,1,0,0,2,3,0,1,1,0,2,0,2,0,0,2,3,0,0,1,1,0,3,2,1,3,3,1,0,3,1,3,2,3,0,2,1,3,2,1,1,2,1,0,0,2,2,1,0,1,1,2,2,0,0,0,0,1,2,3,3,0,1,2,0,0,1,1,1,3,3,1,2,0,2,1,1,2,1,3
I262,A7,36.7835327,-2.7518792,3,1,0,3,1,0,0,2,2,0,1,0,1,3,1,1,0,1,2,1,2,3,2,3,0,2,2,2,3,1,3,1,3,3,2,1,0,2,2,1,0,1,2,3,1,0,2,3,2,1,3,0,2,2,1,1,2,2,2,0,0,0,0,2,2,1,2,0,2,3,1,3,0,2,1,3,2,1,1,3,1,1,2,3,1,1,1,1,1,0,1,3,2,2,2,1,3,1,2,3
I263,A7,36.7910425,-2.707419,0,1,1,0,2,0,0,3,1,0,2,3,2,1,3,0,2,0,0,3,0,0,0,1,2,1,0,3,2,2,0,0,2,1,0,2,3,1,1,1,3,3,3,1,0,1,1,3,1,0,3,3,3,1,3,0,2,1,0,2,1,2,2,0,0,3,3,0,0,3,3,1,2,3,2,2,1,0,3,1,2,3,0,1,3,1,2,1,0,1,2,0,3,3,3,3,2,2,3,3
I264,A7,36.8272059,-2.5880284,1,3,2,2,1,2,1,3,1,1,2,3,1,0,0,0,2,3,3,1,3,1,2,1,1,0,2,3,2,2,0,0,3,1,3,0,1,2,2,2,3,2,1,2,1,0,2,1,3,1,3,0,1,3,3,0,2,0,0,3,2,1,2,0,3,0,3,1,0,0,0,1,2,1,1,3,1,1,1,2,0,3,0,2,3,0,1,1,0,3,0,0,1,1,3,3,1,1,0,3
I265,A7,36.8298166,-2.5155659,3,3,2,3,0,2,1,1,1,2,3,3,3,0,2,3,3,1,0,1,0,1,1,3,0,2,1,3,3,2,3,0,2,1,2,3,0,2,2,2,2,2,0,1,0,1,3,0,2,1,0,1,3,1,3,1,1,1,2,2,2,3,2,3,1,2,2,3,0,2,3,3,3,3,3,1,3,3,1,2,2,2,2,0,2,3,0,0,1,2,1,0,1,0,0,1,1,0,2,2
I266,A7,36.8686053,-2.3147322,1,2,1,1,1,3,2,2,1,3,0,2,0,2,2,2,2,0,3,0,0,3,3,2,2,2,0,0,1,0,1,3,3,0,0,1,0,0,1,1,3,0,1,0,2,0,2,1,1,3,1,0,2,1,2,0,3,1,2,2,2,0,0,0,3,0,1,2,1,1,1,0,0,1,3,1,0,0,0,2,1,2,1,1,2,0,2,1,0,2,2,0,3,3,0,3,1,3,2,1
I267,A7,36.8721759,-2.2270776,2,3,0,1,1,0,2,2,2,1,2,0,3,1,2,1,2,1,3,1,1,3,0,3,0,2,3,1,2,1,3,1,1,0,2,0,1,0,1,2,1,1,3,2,2,1,2,1,2,1,0,1,0,3,0,3,2,2,1,3,3,2,3,2,0,2,0,2,0,0,1,1,1,1,2,3,3,3,1,0,1,2,2,1,1,1,0,3,3,2,2,3,0,2,1,0,0,1,2,3
I268,A7,36.9070828,-2.2125937,0,0,0,1,3,0,3,2,3,3,0,2,1,1,1,3,0,1,2,2,3,3,0,0,0,1,0,3,2,1,3,1,1,3,3,2,0,3,2,1,2,2,0,3,2,3,0,1,3,3,1,1,3,1,1,0,1,1,2,0,1,2,3,0,0,3,0,3,1,1,1,2,2,2,1,1,2,2,3,2,2,1,1,0,2,1,2,3,0,0,2,0,2,3,2,0,1,0,1,1
I269,A7,36.9652713,-2.1038768,0,2,2,2,0,2,0,3,0,2,3,0,3,0,0,1,2,2,1,3,2,3,3,1,2,1,0,0,2,3,3,2,2,3,2,1,2,1,3,1,0,0,2,3,1,1,2,0,2,2,1,2,3,0,1,1,1,2,3,0,3,1,0,0,0,2,3,1,3,0,0,1,0,1,0,0,1,3,2,1,3,0,1,3,0,0,2,0,2,1,2,0,3,2,3,1,2,1,0,0
I270,A7,37.0336993,-2.0422503,2,0,1,1,1,1,3,0,0,1,0,3,0,0,2,2,2,0,3,3,2,1,1,0,1,2,1,3,1,1,1,0,1,3,1,1,2,1,3,2,3,1,2,2,3,3,1,3,0,1,3,3,2,2,3,3,0,3,3,0,2,2,3,2,2,3,1,1,3,2,2,2,3,3,2,3,3,1,0,1,3,1,1,3,3,3,0,3,2,2,3,1,3,0,1,1,1,2,3,1
I271,A7,37.1090306,-2.0295045,0,1,1,1,1,3,1,0,2,0,1,0,2,1,3,3,2,0,3,3,2,1,1,0,2,2,3,0,1,1,3,1,2,0,0,3,1,3,1,0,1,0,1,3,3,3,0,1,3,2,2,0,2,3,0,3,0,2,3,2,0,0,3,2,0,2,1,2,1,1,1,3,0,3,1,3,1,2,3,1,1,1,1,3,1,1,0,2,0,1,0,0,0,3,2,0,3,0,0,0
I272,A7,37.2085584,-1.8987844,1,2,2,3,0,0,1,3,3,0,2,3,3,2,0,3,2,0,2,1,0,3,1,0,3,2,3,3,0,0,0,0,2,0,2,1,3,0,0,3,2,3,1,0,2,2,1,0,3,0,3,2,2,0,2,2,0,2,1,3,1,2,3,3,3,3,1,0,0,1,2,1,0,2,2,3,1,3,2,2,1,0,3,3,2,1,3,3,3,0,3,0,2,3,2,3,1,3,0,1
I273,A7,37.3286548,-1.9679853,1,3,0,3,1,0,3,0,1,1,1,3,1,3,2,0,1,2,1,3,2,2,2,0,1,2,3,2,1,3,0,0,1,2,1,0,2,2,0,3,3,0,0,0,0,0,3,0,3,2,2,1,3,1,3,1,2,2,3,2,1,1,2,2,1,3,3,3,2,1,1,3,1,2,1,2,2,0,1,2,1,0,3,3,3,1,0,2,3,3,3,3,1,1,3,0,1,2,3,2
I274,A7,37.2800792,-1.8416211,3,3,3,1,0,0,3,1,1,2,2,1,0,0,1,3,0,3,2,2,1,0,1,2,2,2,2,0,1,0,2,3,1,2,1,3,3,3,0,1,1,3,2,1,1,2,2,2,0,1,2,2,3,1,3,0,3,1,1,2,0,1,3,1,1,0,0,3,0,2,0,2,1,1,3,3,0,0,0,3,3,2,3,0,2,2,3,3,3,0,1,3,2,1,2,0,2,3,0,2
I275,A7,37.4678877,-1.5404412,2,0,1,2,3,1,1,1,1,0,1,2,2,3,1,0,0,0,1,0,2,1,1,1,2,2,1,1,0,1,0,3,1,2,1,3,1,1,0,1,0,0,2,2,2,1,1,1,2,3,0,1,1,2,1,3,0,1,3,3,2,2,3,1,2,2,1,2,1,3,0,2,3,1,1,1,3,2,0,1,3,0,2,1,3,2,0,1,2,1,2,0,3,3,1,1,1,0,1,1
I276,A7,37.6361711,-1.2286613,0,1,3,0,1,2,3,1,2,0,2,1,2,2,1,0,0,3,1,1,0,1,0,0,2,2,2,2,2,2,3,2,1,3,0,2,3,2,3,2,0,0,3,0,3,3,3,0,1,3,0,1,0,1,1,2,1,1,3,0,2,2,0,0,2,1,0,2,2,2,3,2,2,2,2,1,2,0,2,0,1,1,0,2,0,1,2,0,0,1,2,1,3,2,2,3,2,1,1,0
I277,A7,37.6132617,-1.7554901,3,0,1,0,3,0,3,2,0,0,1,0,0,0,0,3,0,2,2,1,3,3,2,2,3,3,3,3,0,1,0,0,0,0,1,0,3,0,3,3,1,0,2,3,1,0,1,1,1,3,3,1,2,2,2,2,2,0,3,2,0,2,1,3,3,0,2,1,0,1,1,2,2,3,0,3,2,3,2,3,3,1,2,0,3,1,1,0,1,1,0,1,0,1,2,3,2,2,1,3
I278,A7,37.8247404,-1.4083182,1,3,0,2,1,0,2,3,0,0,2,3,2,1,1,1,2,3,3,1,3,0,1,2,0,2,0,3,2,1,1,1,1,3,2,1,2,3,0,2,2,2,3,1,2,1,1,1,3,0,0,3,0,1,1,3,2,0,3,1,3,0,2,3,0,3,0,2,0,1,1,3,2,0,3,0,3,0,3,0,0,0,0,1,0,2,1,1,0,3,0,2,3,2,2,0,2,1,0,1
I279,A7,37.9398182,-1.2696526,0,0,0,0,2,1,3,2,3,0,2,2,3,3,2,0,0,1,1,3,1,1,1,1,3,2,3,3,3,0,0,0,0,3,2,2,0,3,2,1,2,3,1,0,3,0,2,0,1,1,0,3,1,3,0,0,2,0,3,0,0,3,0,1,1,2,3,2,3,2,3,1,3,1,2,2,2,3,3,3,1,1,2,1,0,3,1,2,0,2,3,2,0,1,2,2,2,3,0,0
I280,A7,37.9955744,-1.236007,3,3,3,1,3,3,2,2,3,1,3,3,0,0,3,0,2,3,0,1,1,1,1,0,3,1,0,0,2,1,3,2,1,2,1,2,3,2,1,1,2,0,3,0,3,2,0,0,3,2,1,3,1,3,2,3,2,1,2,0,3,0,3,2,3,1,0,2,3,3,0,3,0,1,2,3,0,0,2,3,2,1,0,2,1,3,3,0,3,2,1,2,2,1,3,2,1,0,0,3
I281,A7,38.0034672,-1.1787528,0,3,0,0,3,2,2,2,2,0,1,1,0,2,3,0,2,3,1,2,2,3,1,2,2,2,3,3,1,0,0,2,0,0,2,2,2,2,0,1,3,0,1,1,2,1,1,1,0,0,1,2,0,2,0,1,2,2,3,2,1,0,1,3,2,3,1,0,2,3,2,2,1,3,3,3,0,3,3,0,1,1,0,1,3,0,3,3,0,1,2,0,0,2,0,2,3,2,2,1
I282,A7,38.0960148,-1.0483631,3,1,3,3,0,1,0,1,2,2,2,1,1,3,2,2,1,1,0,2,0,0,1,0,1,3,0,1,0,3,3,1,3,3,3,3,0,2,1,2,2,1,1,1,2,2,0,2,2,2,0,2,1,3,3,2,0,0,3,1,3,3,2,2,3,3,3,1,1,1,0,2,2,0,1,3,3,3,1,0,1,2,2,2,1,0,2,1,3,2,2,0,1,0,1,2,3,2,3,3
I283,A7,38.1386539,-0.9399244,1,0,0,1,2,0,2,3,0,1,2,0,0,3,0,2,0,1,3,3,0,0,1,0,2,3,3,2,3,2,2,1,2,0,0,1,3,0,3,3,3,3,2,2,1,2,1,3,0,0,2,1,2,0,0,1,1,2,2,2,0,2,3,2,3,1,2,3,1,0,1,1,1,2,0,0,3,3,1,0,0,1,3,0,3,3,3,3,0,0,2,1,1,2,3,2,2,1,0,3
I287,A7,38.2695498,-0.748862,3,1,1,2,2,1,0,3,2,1,0,0,2,2,2,1,0,2,2,1,0,1,0,1,0,2,2,3,0,2,2,1,1,0,3,0,3,0,0,2,3,1,2,1,0,3,2,3,1,3,0,1,0,2,3,2,1,2,0,3,0,0,3,2,0,0,0,2,3,3,1,3,1,1,3,2,3,2,3,2,0,2,0,1,2,2,0,1,2,0,2,2,3,2,0,3,0,1,0,3
I288,A7,38.4531465,-0.3735504,0,1,3,3,0,2,1,1,1,2,3,3,1,1,3,3,3,3,0,0,3,0,0,1,0,0,0,3,0,0,2,0,1,2,1,2,0,2,2,0,2,3,2,1,1,0,1,0,2,3,0,3,3,0,1,1,2,2,0,2,2,1,2,2,3,3,2,3,0,0,3,1,0,3,2,3,0,2,1,1,0,1,3,0,0,0,2,1,0,1,0,3,3,0,2,2,3,3,1,1
I289,A7,38.602016,-0.0742202,0,1,3,2,3,0,3,2,1,3,2,3,3,2,1,3,0,1,0,3,3,2,1,2,1,3,0,1,3,2,0,3,0,2,0,1,2,2,0,0,1,0,0,3,3,3,1,1,2,3,1,2,0,2,3,2,1,1,2,2,1,1,3,1,0,2,3,2,1,2,3,3,3,2,0,1,3,2,0,3,1,1,0,2,2,1,1,2,1,1,0,0,2,1,1,0,1,2,0,3
I290,A7,38.7569294,0.0521226,0,3,0,3,3,1,0,1,3,1,0,1,1,2,0,3,0,3,1,0,0,2,1,0,1,0,0,1,0,3,2,0,3,0,0,3,3,0,1,1,3,0,0,1,2,3,2,1,3,1,2,2,3,0,2,2,0,0,2,2,0,0,1,2,0,1,2,1,2,2,2,0,1,2,1,1,1,0,2,0,3,2,1,1,2,0,3,1,0,1,1,3,1,1,1,1,0,0,3,1
I291,A7,38.878908,-0.0522476,0,3,0,0,3,3,3,0,1,1,0,2,3,0,2,2,2,2,0,2,2,2,3,0,3,0,3,1,3,0,0,3,0,1,0,1,0,3,0,1,1,0,0,3,2,1,2,2,3,0,3,3,3,1,1,1,1,1,3,0,1,0,2,2,0,1,2,1,2,2,1,2,2,2,1,3,3,3,2,0,2,0,2,3,1,2,1,0,3,1,2,3,3,0,2,0,3,0,0,3
I292,A7,39.1531279,-0.3337722,2,0,1,1,2,3,2,2,1,1,3,2,3,3,1,1,3,0,0,2,3,3,2,2,0,0,3,3,2,0,2,2,0,0,2,2,3,2,1,2,1,1,0,2,1,2,2,1,0,1,1,1,2,3,0,0,0,0,1,1,1,0,0,0,1,2,3,2,0,3,3,2,2,3,0,0,3,3,0,1,2,0,3,1,2,2,0,0,3,2,3,1,2,3,2,3,2,3,2,0
I295,A7,39.0652009,-0.5425153,2,0,0,2,1,2,1,0,1,2,2,1,2,1,0,0,2,2,1,1,2,1,3,1,2,3,3,1,3,1,0,2,3,1,3,3,2,2,0,2,3,3,1,1,3,0,3,2,0,3,0,0,1,3,0,0,0,1,3,3,1,2,2,3,0,1,2,3,2,3,2,0,2,0,2,2,1,0,1,0,3,3,3,0,0,0,2,3,1,3,3,1,3,2,2,0,3,0,3,1
